hfhudcode,id,cfname,updateddate,addeddate,reportdate,gown,gloves,head_cover,goggles,coverall,shoe_cover,face_shield,surgmask,n95mask,region,region_psgc,province,province_psgc,city_mun,city_mun_psgc,north_coord,east_coord
DOH000000000000643,3297,MALIMONO DISTRICT HOSPITAL,2020-05-01 18:47:33,2020-05-01 18:47:33,2020-05-01,5,100,100,13,5,0,40,200,10,REGION XIII (CARAGA),PH160000000,SURIGAO DEL NORTE,PH166700000,MALIMONO,PH166715000,9.6231015,125.4006092
DOH000000000000643,3674,MALIMONO DISTRICT HOSPITAL,2020-05-08 8:10:56,2020-05-08 8:10:56,2020-05-08,5,50,100,13,5,0,40,180,10,REGION XIII (CARAGA),PH160000000,SURIGAO DEL NORTE,PH166700000,MALIMONO,PH166715000,9.6231015,125.4006092
DOH000000000000643,5468,MALIMONO DISTRICT HOSPITAL,2020-05-15 9:09:57,2020-05-15 9:09:57,2020-05-15,5,50,100,13,5,0,40,160,10,REGION XIII (CARAGA),PH160000000,SURIGAO DEL NORTE,PH166700000,MALIMONO,PH166715000,9.6231015,125.4006092
DOH000000000000643,606,MALIMONO DISTRICT HOSPITAL,2020-04-18 7:08:04,2020-04-18 7:08:04,2020-04-18,0,200,10,3,0,8,20,100,10,REGION XIII (CARAGA),PH160000000,SURIGAO DEL NORTE,PH166700000,MALIMONO,PH166715000,9.6231015,125.4006092
DOH000000000000643,7357,MALIMONO DISTRICT HOSPITAL,2020-05-22 10:32:30,2020-05-22 10:32:30,2020-05-22,5,100,100,15,5,0,45,400,30,REGION XIII (CARAGA),PH160000000,SURIGAO DEL NORTE,PH166700000,MALIMONO,PH166715000,9.6231015,125.4006092
DOH000000000000644,2040,MANUEL HOSPITAL,2020-04-26 16:23:46,2020-04-26 16:23:46,2020-04-26,15,15,15,15,19,0,15,0,20,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,CITY OF KIDAPAWAN (Capital),PH124704000,7.0243602,125.0862427
DOH000000000000644,2276,MANUEL HOSPITAL,2020-05-01 8:41:12,2020-05-01 8:41:12,2020-05-01,15,50,15,15,15,0,15,0,20,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,CITY OF KIDAPAWAN (Capital),PH124704000,7.0243602,125.0862427
DOH000000000000644,4083,MANUEL HOSPITAL,2020-05-08 10:38:11,2020-05-08 10:38:11,2020-05-08,15,50,15,15,40,25,40,20,20,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,CITY OF KIDAPAWAN (Capital),PH124704000,7.0243602,125.0862427
DOH000000000000644,5398,MANUEL HOSPITAL,2020-05-15 8:48:43,2020-05-15 8:48:43,2020-05-15,15,50,15,15,40,25,40,20,20,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,CITY OF KIDAPAWAN (Capital),PH124704000,7.0243602,125.0862427
DOH000000000000644,686,MANUEL HOSPITAL,2020-04-19 8:56:13,2020-04-19 8:56:13,2020-04-19,15,100,15,15,15,0,15,0,20,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,CITY OF KIDAPAWAN (Capital),PH124704000,7.0243602,125.0862427
DOH000000000000644,6908,MANUEL HOSPITAL,2020-05-22 7:56:07,2020-05-22 7:56:07,2020-05-22,15,50,15,15,40,25,40,20,20,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,CITY OF KIDAPAWAN (Capital),PH124704000,7.0243602,125.0862427
DOH000000000000645,173,MARAAT MEDICAL HOSPITAL,2020-04-17 11:33:13,2020-04-17 11:33:13,2020-04-17,18,1500,0,0,0,0,3,0,0,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,QUEZON,PH101317000,7.7249899,125.1047897
DOH000000000000645,3450,MARAAT MEDICAL HOSPITAL,2020-05-02 19:08:38,2020-05-02 19:08:38,2020-05-02,14,1000,0,0,3,0,3,0,0,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,QUEZON,PH101317000,7.7249899,125.1047897
DOH000000000000645,4439,MARAAT MEDICAL HOSPITAL,2020-05-08 13:59:11,2020-05-08 13:59:11,2020-05-08,11,900,50,0,0,0,3,0,0,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,QUEZON,PH101317000,7.7249899,125.1047897
DOH000000000000645,5589,MARAAT MEDICAL HOSPITAL,2020-05-15 9:54:45,2020-05-15 9:54:45,2020-05-15,10,700,20,0,10,0,3,0,0,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,QUEZON,PH101317000,7.7249899,125.1047897
DOH000000000000645,7613,MARAAT MEDICAL HOSPITAL,2020-05-22 12:53:41,2020-05-22 12:53:41,2020-05-22,10,1000,30,15,10,0,3,100,0,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,QUEZON,PH101317000,7.7249899,125.1047897
DOH000000000000646,1030,Margosatubig Regional Hospital,2020-04-24 9:49:40,2020-04-24 9:49:40,2020-04-24,16,114200,118000,1,186,1896,200,42800,1067,REGION IX (ZAMBOANGA PENINSULA),PH090000000,ZAMBOANGA DEL SUR,PH097300000,MARGOSATUBIG,PH097317000,7.5759001,123.1644897
DOH000000000000646,120,Margosatubig Regional Hospital,2020-04-17 10:38:53,2020-04-17 10:38:53,2020-04-17,60,222200,121600,1,220,2052,300,23900,1120,REGION IX (ZAMBOANGA PENINSULA),PH090000000,ZAMBOANGA DEL SUR,PH097300000,MARGOSATUBIG,PH097317000,7.5759001,123.1644897
DOH000000000000646,3407,Margosatubig Regional Hospital,2020-05-02 13:55:45,2020-05-02 13:55:45,2020-05-02,0,109150,233600,29,224,1800,20,38850,1905,REGION IX (ZAMBOANGA PENINSULA),PH090000000,ZAMBOANGA DEL SUR,PH097300000,MARGOSATUBIG,PH097317000,7.5759001,123.1644897
DOH000000000000646,4876,Margosatubig Regional Hospital,2020-05-08 20:10:37,2020-05-08 19:59:31,2020-05-08,0,105350,116938,0,150,1692,6,35320,1741,REGION IX (ZAMBOANGA PENINSULA),PH090000000,ZAMBOANGA DEL SUR,PH097300000,MARGOSATUBIG,PH097317000,7.5759001,123.1644897
DOH000000000000646,5600,Margosatubig Regional Hospital,2020-05-15 9:58:33,2020-05-15 9:58:33,2020-05-15,0,119600,114706,0,251,1608,150,60950,1565,REGION IX (ZAMBOANGA PENINSULA),PH090000000,ZAMBOANGA DEL SUR,PH097300000,MARGOSATUBIG,PH097317000,7.5759001,123.1644897
DOH000000000000646,7414,Margosatubig Regional Hospital,2020-05-22 10:57:09,2020-05-22 10:57:09,2020-05-22,0,187900,112100,0,221,1536,100,45973,1250,REGION IX (ZAMBOANGA PENINSULA),PH090000000,ZAMBOANGA DEL SUR,PH097300000,MARGOSATUBIG,PH097317000,7.5759001,123.1644897
DOH000000000000648,3229,MARIKINA VALLEY MEDICAL CENTER,2020-05-01 17:01:06,2020-05-01 17:01:06,2020-05-01,246,32000,20637,320,135,0,15,4141,1240,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, SECOND DISTRICT (Not a Province)",PH137400000,CITY OF MARIKINA,PH137402000,14.6348191,121.1039995
DOH000000000000648,6664,MARIKINA VALLEY MEDICAL CENTER,2020-05-16 18:46:31,2020-05-16 18:46:31,2020-05-16,227,26595,16739,500,1905,500,1000,4639,411,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, SECOND DISTRICT (Not a Province)",PH137400000,CITY OF MARIKINA,PH137402000,14.6348191,121.1039995
DOH000000000000648,8085,MARIKINA VALLEY MEDICAL CENTER,2020-05-22 17:39:02,2020-05-22 17:39:02,2020-05-22,245,21830,14589,500,1761,500,1000,2324,411,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, SECOND DISTRICT (Not a Province)",PH137400000,CITY OF MARIKINA,PH137402000,14.6348191,121.1039995
DOH000000000000649,3343,MARTIN MARASIGAN MEMORIAL HOSPITAL,2020-05-02 7:17:11,2020-05-02 7:17:11,2020-05-02,20,500,10,10,20,10,10,500,10,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,CUENCA,PH041009000,13.901043,121.053188
DOH000000000000649,4294,MARTIN MARASIGAN MEMORIAL HOSPITAL,2020-05-08 12:35:33,2020-05-08 12:35:33,2020-05-08,10,1000,20,10,20,20,20,500,10,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,CUENCA,PH041009000,13.901043,121.053188
DOH000000000000649,5227,MARTIN MARASIGAN MEMORIAL HOSPITAL,2020-05-15 7:50:34,2020-05-15 7:50:34,2020-05-15,10,300,0,0,10,10,20,500,0,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,CUENCA,PH041009000,13.901043,121.053188
DOH000000000000649,6808,MARTIN MARASIGAN MEMORIAL HOSPITAL,2020-05-22 6:53:18,2020-05-22 6:53:18,2020-05-22,10,1000,0,10,20,20,10,1000,0,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,CUENCA,PH041009000,13.901043,121.053188
DOH000000000000649,739,MARTIN MARASIGAN MEMORIAL HOSPITAL,2020-04-24 7:35:57,2020-04-24 7:35:57,2020-04-24,10,1000,50,0,20,20,100,500,20,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,CUENCA,PH041009000,13.901043,121.053188
DOH000000000000650,1328,"MARY CHILES GENERAL HOSPITAL, INC.",2020-04-24 12:49:56,2020-04-24 12:49:56,2020-04-24,1500,2000,1000,800,700,700,500,1000,1100,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PH133900000,SAMPALOC,PH133906000,14.603144,120.990085
DOH000000000000650,2827,"MARY CHILES GENERAL HOSPITAL, INC.",2020-05-01 13:41:20,2020-05-01 13:41:20,2020-05-01,2250,2600,1800,1700,1500,1500,450,1500,1800,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PH133900000,SAMPALOC,PH133906000,14.603144,120.990085
DOH000000000000650,4462,"MARY CHILES GENERAL HOSPITAL, INC.",2020-05-08 14:11:02,2020-05-08 14:11:02,2020-05-08,2000,2400,1500,1600,1200,1200,400,1500,1900,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PH133900000,SAMPALOC,PH133906000,14.603144,120.990085
DOH000000000000650,6001,"MARY CHILES GENERAL HOSPITAL, INC.",2020-05-15 13:31:07,2020-05-15 13:31:07,2020-05-15,1750,2150,1250,1450,950,950,350,1250,1650,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PH133900000,SAMPALOC,PH133906000,14.603144,120.990085
DOH000000000000652,1183,MASBATE MEDICAL MISSION GROUP HOSPITAL SERVICE COOPERATIVE,2020-04-24 11:09:43,2020-04-24 11:09:43,2020-04-24,98,4000,300,5,0,300,65,400,40,REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CITY OF MASBATE (Capital),PH054111000,12.368281,123.623458
DOH000000000000652,2693,MASBATE MEDICAL MISSION GROUP HOSPITAL SERVICE COOPERATIVE,2020-05-01 11:52:07,2020-05-01 11:52:07,2020-05-01,123,4000,3000,4,0,3000,70,2500,40,REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CITY OF MASBATE (Capital),PH054111000,12.368281,123.623458
DOH000000000000652,4492,MASBATE MEDICAL MISSION GROUP HOSPITAL SERVICE COOPERATIVE,2020-05-08 14:33:00,2020-05-08 14:33:00,2020-05-08,117,38500,2500,5,0,300,65,2100,30,REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CITY OF MASBATE (Capital),PH054111000,12.368281,123.623458
DOH000000000000652,6093,MASBATE MEDICAL MISSION GROUP HOSPITAL SERVICE COOPERATIVE,2020-05-15 14:15:48,2020-05-15 14:15:48,2020-05-15,123,22900,2400,5,0,1500,64,1700,30,REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CITY OF MASBATE (Capital),PH054111000,12.368281,123.623458
DOH000000000000652,66,MASBATE MEDICAL MISSION GROUP HOSPITAL SERVICE COOPERATIVE,2020-04-17 9:17:39,2020-04-17 9:17:39,2020-04-17,55,4400,2200,5,15,75,44,500,40,REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CITY OF MASBATE (Capital),PH054111000,12.368281,123.623458
DOH000000000000652,7563,MASBATE MEDICAL MISSION GROUP HOSPITAL SERVICE COOPERATIVE,2020-05-22 12:27:38,2020-05-22 12:27:38,2020-05-22,154,39600,2400,5,0,3000,64,6150,30,REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CITY OF MASBATE (Capital),PH054111000,12.368281,123.623458
DOH000000000000654,3389,MCPC ST THERESE OF LISIEUX DOCTORS HOSPITAL,2020-05-02 12:08:05,2020-05-02 12:08:05,2020-05-02,150,500,267,100,150,250,150,500,100,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, SECOND DISTRICT (Not a Province)",PH137400000,CITY OF PASIG,PH137403000,14.576735,121.085222
DOH000000000000654,5001,MCPC ST THERESE OF LISIEUX DOCTORS HOSPITAL,2020-05-09 13:54:25,2020-05-09 13:54:25,2020-05-09,100,700,560,100,150,500,150,800,100,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, SECOND DISTRICT (Not a Province)",PH137400000,CITY OF PASIG,PH137403000,14.576735,121.085222
DOH000000000000654,6722,MCPC ST THERESE OF LISIEUX DOCTORS HOSPITAL,2020-05-17 12:21:44,2020-05-17 12:21:44,2020-05-17,150,1000,150,200,200,200,100,1000,500,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, SECOND DISTRICT (Not a Province)",PH137400000,CITY OF PASIG,PH137403000,14.576735,121.085222
DOH000000000000655,1255,"MEDICAL CENTER MANILA, INC.",2020-04-24 11:55:54,2020-04-24 11:55:54,2020-04-24,350,750,4380,180,238,2640,2012,4986,290,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PH133900000,ERMITA,PH133908000,14.582394,120.985338
DOH000000000000655,3065,"MEDICAL CENTER MANILA, INC.",2020-05-01 15:41:12,2020-05-01 15:41:12,2020-05-01,414,1650,0,178,238,533,25,1200,158,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PH133900000,ERMITA,PH133908000,14.582394,120.985338
DOH000000000000655,321,"MEDICAL CENTER MANILA, INC.",2020-04-17 14:45:13,2020-04-17 14:45:13,2020-04-17,5,1600,5000,293,2036,1000,2530,5971,1306,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PH133900000,ERMITA,PH133908000,14.582394,120.985338
DOH000000000000655,4279,"MEDICAL CENTER MANILA, INC.",2020-05-08 12:23:04,2020-05-08 12:23:04,2020-05-08,530,1550,3850,215,1900,1800,2050,4300,560,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PH133900000,ERMITA,PH133908000,14.582394,120.985338
DOH000000000000655,5852,"MEDICAL CENTER MANILA, INC.",2020-05-15 11:53:54,2020-05-15 11:53:54,2020-05-15,250,19600,2726,1380,372,2322,1722,30791,119,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PH133900000,ERMITA,PH133908000,14.582394,120.985338
DOH000000000000655,7524,"MEDICAL CENTER MANILA, INC.",2020-05-22 12:02:18,2020-05-22 12:02:18,2020-05-22,1000,1150,3340,1137,150,1923,2737,35400,406,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PH133900000,ERMITA,PH133908000,14.582394,120.985338
DOH000000000000656,5331,"MEDICAL CENTER PARA?AQUE, INC.",2020-05-15 8:28:12,2020-05-15 8:28:12,2020-05-15,560,1200,1000,1230,1260,300,530,1500,1100,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, FOURTH DISTRICT (Not a Province)",PH137600000,CITY OF PARANAQUE,PH137604000,14.4582958,121.0337775
DOH000000000000656,6982,"MEDICAL CENTER PARA?AQUE, INC.",2020-05-22 8:21:48,2020-05-22 8:21:48,2020-05-22,499,98,841,1160,1225,74,564,3137,1008,NATIONAL CAPITAL REGION (NCR),PH130000000,"NCR, FOURTH DISTRICT (Not a Province)",PH137600000,CITY OF PARANAQUE,PH137604000,14.4582958,121.0337775
DOH000000000000657,2112,JIMENEZ MEDICARE COMMUNITY HOSPITAL,2020-05-01 7:24:12,2020-05-01 7:24:12,2020-05-01,16,250,35,5,5,40,50,40,10,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,JIMENEZ,PH104207000,8.3352203,123.8384323
DOH000000000000657,3556,JIMENEZ MEDICARE COMMUNITY HOSPITAL,2020-05-08 6:38:55,2020-05-08 6:38:55,2020-05-08,16,250,35,5,5,40,50,40,10,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,JIMENEZ,PH104207000,8.3352203,123.8384323
DOH000000000000657,5195,JIMENEZ MEDICARE COMMUNITY HOSPITAL,2020-05-15 7:29:36,2020-05-15 7:29:36,2020-05-15,16,250,35,5,5,40,50,40,10,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,JIMENEZ,PH104207000,8.3352203,123.8384323
DOH000000000000657,6993,JIMENEZ MEDICARE COMMUNITY HOSPITAL,2020-05-22 8:25:29,2020-05-22 8:25:29,2020-05-22,49,200,94,35,3,94,86,700,10,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,JIMENEZ,PH104207000,8.3352203,123.8384323
DOH000000000000657,815,JIMENEZ MEDICARE COMMUNITY HOSPITAL,2020-04-24 8:22:15,2020-04-24 8:22:15,2020-04-24,16,300,40,5,5,40,50,50,10,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,JIMENEZ,PH104207000,8.3352203,123.8384323
DOH000000000000658,101,BUKIDNON PROVINCIAL HOSPITAL - TALAKAG,2020-04-17 10:10:34,2020-04-17 10:10:34,2020-04-17,10,100,100,0,0,0,15,300,0,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,TALAKAG,PH101320000,8.2320499,124.5989532
DOH000000000000658,2113,BUKIDNON PROVINCIAL HOSPITAL - TALAKAG,2020-05-01 7:25:12,2020-05-01 7:25:12,2020-05-01,10,100,100,0,0,0,15,200,0,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,TALAKAG,PH101320000,8.2320499,124.5989532
DOH000000000000658,3747,BUKIDNON PROVINCIAL HOSPITAL - TALAKAG,2020-05-08 8:36:07,2020-05-08 8:36:07,2020-05-08,55,200,100,0,0,0,50,150,0,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,TALAKAG,PH101320000,8.2320499,124.5989532
DOH000000000000658,5130,BUKIDNON PROVINCIAL HOSPITAL - TALAKAG,2020-05-15 6:11:02,2020-05-15 6:11:02,2020-05-15,30,200,100,0,0,100,50,200,0,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,TALAKAG,PH101320000,8.2320499,124.5989532
DOH000000000000658,6769,BUKIDNON PROVINCIAL HOSPITAL - TALAKAG,2020-05-22 5:47:07,2020-05-22 5:47:07,2020-05-22,15,150,100,0,0,75,20,200,0,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,TALAKAG,PH101320000,8.2320499,124.5989532
DOH000000000000658,726,BUKIDNON PROVINCIAL HOSPITAL - TALAKAG,2020-04-24 6:55:32,2020-04-24 6:55:32,2020-04-24,10,100,100,0,0,0,15,250,0,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,TALAKAG,PH101320000,8.2320499,124.5989532
DOH000000000000659,1066,MEDIDAS MEDICAL CENTER INC.,2020-04-24 10:09:58,2020-04-24 10:09:58,2020-04-24,47,1900,1505,15,30,16,35,2750,10,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,CITY OF VALENCIA,PH101321000,7.8986101,125.0881424
DOH000000000000659,2628,MEDIDAS MEDICAL CENTER INC.,2020-05-01 11:20:09,2020-05-01 11:20:09,2020-05-01,47,1700,1400,15,30,16,35,2500,10,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,CITY OF VALENCIA,PH101321000,7.8986101,125.0881424
DOH000000000000659,4436,MEDIDAS MEDICAL CENTER INC.,2020-05-08 13:56:31,2020-05-08 13:56:31,2020-05-08,47,5900,1350,15,30,16,35,1900,10,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,CITY OF VALENCIA,PH101321000,7.8986101,125.0881424
DOH000000000000659,6444,MEDIDAS MEDICAL CENTER INC.,2020-05-15 17:28:31,2020-05-15 17:28:31,2020-05-15,47,4800,1290,15,30,16,35,1600,10,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,CITY OF VALENCIA,PH101321000,7.8986101,125.0881424
DOH000000000000659,7861,MEDIDAS MEDICAL CENTER INC.,2020-05-22 15:15:42,2020-05-22 15:15:42,2020-05-22,47,3600,1459,15,30,16,35,1300,10,REGION X (NORTHERN MINDANAO),PH100000000,BUKIDNON,PH101300000,CITY OF VALENCIA,PH101321000,7.8986101,125.0881424
DOH000000000000660,4977,MEDINA GENERAL HOSPITAL,2020-05-09 11:02:04,2020-05-09 11:02:04,2020-05-09,50,10,200,30,130,30,50,5,0,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,OZAMIZ CITY,PH104210000,8.1456499,123.8486099
DOH000000000000660,5389,MEDINA GENERAL HOSPITAL,2020-05-15 8:46:25,2020-05-15 8:46:25,2020-05-15,30,50,3000,15,0,30,0,0,0,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,OZAMIZ CITY,PH104210000,8.1456499,123.8486099
DOH000000000000660,7274,MEDINA GENERAL HOSPITAL,2020-05-22 10:02:43,2020-05-22 10:02:43,2020-05-22,30,50,3000,15,15,50,30,0,0,REGION X (NORTHERN MINDANAO),PH100000000,MISAMIS OCCIDENTAL,PH104200000,OZAMIZ CITY,PH104210000,8.1456499,123.8486099
DOH000000000000665,3270,METRO LEMERY MEDICAL CENTER,2020-05-01 17:49:15,2020-05-01 17:49:15,2020-05-01,40,130,27,0,0,15,50,80,55,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,LEMERY,PH041012000,13.887579,120.911643
DOH000000000000665,4254,METRO LEMERY MEDICAL CENTER,2020-05-08 12:06:56,2020-05-08 12:06:56,2020-05-08,20,100,15,0,50,10,40,0,20,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,LEMERY,PH041012000,13.887579,120.911643
DOH000000000000665,5975,METRO LEMERY MEDICAL CENTER,2020-05-15 13:13:13,2020-05-15 13:13:13,2020-05-15,30,200,10,0,40,25,30,210,35,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,LEMERY,PH041012000,13.887579,120.911643
DOH000000000000665,7789,METRO LEMERY MEDICAL CENTER,2020-05-22 14:35:41,2020-05-22 14:35:41,2020-05-22,40,250,22,0,10,30,39,240,50,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,LEMERY,PH041012000,13.887579,120.911643
DOH000000000000667,4100,METRO LIPA MEDICAL CENTER,2020-05-08 10:46:45,2020-05-08 10:46:45,2020-05-08,72,1600,72,72,72,72,72,72,150,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,LIPA CITY,PH041014000,13.96838,121.166572
DOH000000000000667,5767,METRO LIPA MEDICAL CENTER,2020-05-15 11:06:58,2020-05-15 11:06:58,2020-05-15,704,8398,0,1111,163,1179,416,2372,1050,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,LIPA CITY,PH041014000,13.96838,121.166572
DOH000000000000667,7069,METRO LIPA MEDICAL CENTER,2020-05-22 8:47:43,2020-05-22 8:47:43,2020-05-22,343,5900,415,1097,162,50,484,414,579,REGION IV-A (CALABAR ZON),PH040000000,BATANGAS,PH041000000,LIPA CITY,PH041014000,13.96838,121.166572
DOH000000000000668,1332,MIDSAYAP COMMUNITY DOCTORS HOSPITAL,2020-04-24 12:52:59,2020-04-24 12:52:59,2020-04-24,80,10000,10000,20,4,0,15,19000,30,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MIDSAYAP,PH124709000,7.1953402,124.5273895
DOH000000000000668,2533,MIDSAYAP COMMUNITY DOCTORS HOSPITAL,2020-05-01 10:24:42,2020-05-01 10:24:42,2020-05-01,49,8500,4,5,4,0,15,18000,20,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MIDSAYAP,PH124709000,7.1953402,124.5273895
DOH000000000000668,3827,MIDSAYAP COMMUNITY DOCTORS HOSPITAL,2020-05-08 9:01:00,2020-05-08 9:01:00,2020-05-08,49,7500,0,0,4,0,10,15000,15,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MIDSAYAP,PH124709000,7.1953402,124.5273895
DOH000000000000668,5510,MIDSAYAP COMMUNITY DOCTORS HOSPITAL,2020-05-15 9:22:23,2020-05-15 9:22:23,2020-05-15,40,6800,0,0,4,0,7,12000,10,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MIDSAYAP,PH124709000,7.1953402,124.5273895
DOH000000000000668,7066,MIDSAYAP COMMUNITY DOCTORS HOSPITAL,2020-05-22 8:46:50,2020-05-22 8:46:50,2020-05-22,40,6000,100,0,25,0,35,11000,15,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MIDSAYAP,PH124709000,7.1953402,124.5273895
DOH000000000000669,1021,MIDSAYAP DIAGNOSTIC CENTER AND HOSPITAL,2020-04-24 9:45:19,2020-04-24 9:45:19,2020-04-24,18,50,25,20,6,0,9,100,0,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MIDSAYAP,PH124709000,7.1953402,124.5273895
DOH000000000000669,2518,MIDSAYAP DIAGNOSTIC CENTER AND HOSPITAL,2020-05-01 10:19:36,2020-05-01 10:19:36,2020-05-01,30,50,50,20,6,0,15,50,0,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MIDSAYAP,PH124709000,7.1953402,124.5273895
DOH000000000000669,3821,MIDSAYAP DIAGNOSTIC CENTER AND HOSPITAL,2020-05-08 8:58:43,2020-05-08 8:58:43,2020-05-08,30,50,50,20,3,0,15,50,0,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MIDSAYAP,PH124709000,7.1953402,124.5273895
DOH000000000000669,6125,MIDSAYAP DIAGNOSTIC CENTER AND HOSPITAL,2020-05-15 14:32:23,2020-05-15 14:32:23,2020-05-15,20,50,50,15,11,0,20,100,0,REGION XII (SOCCSKSA RGEN),PH120000000,COTABATO (NORTH COTABATO),PH124700000,MIDSAYAP,PH124709000,7.1953402,124.5273895
